,filename,genres
248,reggae.00075.wav,reggae
849,disco.00080.wav,disco
374,jazz.00050.wav,jazz
318,jazz.00080.wav,jazz
115,country.00037.wav,country
658,classical.00089.wav,classical
736,pop.00036.wav,pop
898,disco.00019.wav,disco
787,pop.00002.wav,pop
953,blues.00083.wav,blues
916,blues.00089.wav,blues
780,pop.00026.wav,pop
392,jazz.00098.wav,jazz
394,jazz.00059.wav,jazz
368,jazz.00075.wav,jazz
864,disco.00007.wav,disco
668,classical.00034.wav,classical
411,metal.00072.wav,metal
619,classical.00065.wav,classical
417,metal.00037.wav,metal
122,country.00036.wav,country
360,jazz.00030.wav,jazz
665,classical.00050.wav,classical
983,blues.00032.wav,blues
721,pop.00012.wav,pop
754,pop.00095.wav,pop
355,jazz.00052.wav,jazz
143,country.00013.wav,country
800,disco.00042.wav,disco
819,disco.00032.wav,disco
380,jazz.00070.wav,jazz
165,country.00018.wav,country
442,metal.00027.wav,metal
420,metal.00056.wav,metal
97,hiphop.00032.wav,hiphop
202,reggae.00089.wav,reggae
785,pop.00066.wav,pop
474,metal.00059.wav,metal
356,jazz.00069.wav,jazz
614,classical.00032.wav,classical
685,classical.00030.wav,classical
367,jazz.00011.wav,jazz
671,classical.00062.wav,classical
146,country.00003.wav,country
690,classical.00069.wav,classical
730,pop.00092.wav,pop
873,disco.00002.wav,disco
957,blues.00058.wav,blues
79,hiphop.00007.wav,hiphop
851,disco.00005.wav,disco
327,jazz.00077.wav,jazz
724,pop.00044.wav,pop
744,pop.00022.wav,pop
682,classical.00001.wav,classical
412,metal.00049.wav,metal
378,jazz.00038.wav,jazz
347,jazz.00014.wav,jazz
603,classical.00054.wav,classical
735,pop.00018.wav,pop
877,disco.00033.wav,disco
13,hiphop.00072.wav,hiphop
243,reggae.00035.wav,reggae
210,reggae.00073.wav,reggae
684,classical.00025.wav,classical
17,hiphop.00057.wav,hiphop
123,country.00069.wav,country
273,reggae.00090.wav,reggae
49,hiphop.00015.wav,hiphop
932,blues.00049.wav,blues
45,hiphop.00040.wav,hiphop
675,classical.00038.wav,classical
428,metal.00051.wav,metal
950,blues.00055.wav,blues
359,jazz.00058.wav,jazz
180,country.00008.wav,country
881,disco.00076.wav,disco
463,metal.00082.wav,metal
363,jazz.00018.wav,jazz
733,pop.00031.wav,pop
966,blues.00023.wav,blues
284,reggae.00031.wav,reggae
139,country.00097.wav,country
104,country.00022.wav,country
258,reggae.00015.wav,reggae
673,classical.00063.wav,classical
432,metal.00015.wav,metal
810,disco.00006.wav,disco
398,jazz.00090.wav,jazz
527,rock.00077.wav,rock
194,country.00066.wav,country
794,pop.00090.wav,pop
263,reggae.00079.wav,reggae
219,reggae.00010.wav,reggae
133,country.00087.wav,country
980,blues.00077.wav,blues
655,classical.00042.wav,classical
344,jazz.00031.wav,jazz
348,jazz.00026.wav,jazz
436,metal.00017.wav,metal
512,rock.00041.wav,rock
855,disco.00023.wav,disco
718,pop.00055.wav,pop
186,country.00009.wav,country
746,pop.00005.wav,pop
340,jazz.00015.wav,jazz
642,classical.00073.wav,classical
254,reggae.00042.wav,reggae
84,hiphop.00001.wav,hiphop
21,hiphop.00078.wav,hiphop
889,disco.00038.wav,disco
530,rock.00082.wav,rock
782,pop.00043.wav,pop
144,country.00001.wav,country
187,country.00065.wav,country
80,hiphop.00008.wav,hiphop
439,metal.00092.wav,metal
801,disco.00081.wav,disco
680,classical.00014.wav,classical
429,metal.00011.wav,metal
630,classical.00039.wav,classical
41,hiphop.00064.wav,hiphop
170,country.00057.wav,country
472,metal.00090.wav,metal
176,country.00076.wav,country
34,hiphop.00018.wav,hiphop
506,rock.00097.wav,rock
704,pop.00064.wav,pop
215,reggae.00099.wav,reggae
249,reggae.00060.wav,reggae
330,jazz.00002.wav,jazz
740,pop.00033.wav,pop
933,blues.00038.wav,blues
633,classical.00010.wav,classical
252,reggae.00088.wav,reggae
294,reggae.00070.wav,reggae
228,reggae.00033.wav,reggae
712,pop.00011.wav,pop
820,disco.00025.wav,disco
824,disco.00064.wav,disco
208,reggae.00001.wav,reggae
646,classical.00059.wav,classical
266,reggae.00013.wav,reggae
968,blues.00079.wav,blues
534,rock.00060.wav,rock
142,country.00011.wav,country
940,blues.00044.wav,blues
691,classical.00000.wav,classical
845,disco.00053.wav,disco
617,classical.00071.wav,classical
574,rock.00063.wav,rock
699,classical.00080.wav,classical
720,pop.00013.wav,pop
585,rock.00022.wav,rock
543,rock.00062.wav,rock
335,jazz.00095.wav,jazz
163,country.00085.wav,country
447,metal.00052.wav,metal
863,disco.00068.wav,disco
241,reggae.00064.wav,reggae
108,country.00058.wav,country
106,country.00029.wav,country
995,blues.00025.wav,blues
926,blues.00057.wav,blues
350,jazz.00064.wav,jazz
773,pop.00086.wav,pop
562,rock.00070.wav,rock
511,rock.00038.wav,rock
601,classical.00011.wav,classical
611,classical.00052.wav,classical
372,jazz.00017.wav,jazz
158,country.00000.wav,country
999,blues.00060.wav,blues
396,jazz.00068.wav,jazz
503,rock.00066.wav,rock
795,pop.00074.wav,pop
283,reggae.00014.wav,reggae
858,disco.00087.wav,disco
583,rock.00088.wav,rock
906,blues.00056.wav,blues
490,metal.00004.wav,metal
421,metal.00085.wav,metal
558,rock.00056.wav,rock
541,rock.00052.wav,rock
427,metal.00007.wav,metal
956,blues.00099.wav,blues
644,classical.00003.wav,classical
416,metal.00000.wav,metal
554,rock.00049.wav,rock
815,disco.00059.wav,disco
913,blues.00009.wav,blues
16,hiphop.00068.wav,hiphop
256,reggae.00022.wav,reggae
487,metal.00091.wav,metal
588,rock.00015.wav,rock
809,disco.00082.wav,disco
923,blues.00034.wav,blues
61,hiphop.00021.wav,hiphop
531,rock.00021.wav,rock
883,disco.00074.wav,disco
388,jazz.00094.wav,jazz
185,country.00064.wav,country
424,metal.00047.wav,metal
813,disco.00095.wav,disco
362,jazz.00072.wav,jazz
612,classical.00016.wav,classical
72,hiphop.00042.wav,hiphop
723,pop.00045.wav,pop
287,reggae.00011.wav,reggae
734,pop.00057.wav,pop
43,hiphop.00050.wav,hiphop
876,disco.00029.wav,disco
226,reggae.00069.wav,reggae
484,metal.00025.wav,metal
831,disco.00003.wav,disco
93,hiphop.00006.wav,hiphop
391,jazz.00041.wav,jazz
751,pop.00085.wav,pop
878,disco.00017.wav,disco
696,classical.00064.wav,classical
686,classical.00020.wav,classical
174,country.00044.wav,country
922,blues.00073.wav,blues
852,disco.00047.wav,disco
545,rock.00030.wav,rock
931,blues.00010.wav,blues
497,metal.00093.wav,metal
315,jazz.00092.wav,jazz
551,rock.00037.wav,rock
473,metal.00020.wav,metal
817,disco.00090.wav,disco
870,disco.00098.wav,disco
386,jazz.00039.wav,jazz
349,jazz.00073.wav,jazz
716,pop.00065.wav,pop
76,hiphop.00005.wav,hiphop
113,country.00056.wav,country
90,hiphop.00048.wav,hiphop
960,blues.00080.wav,blues
55,hiphop.00096.wav,hiphop
945,blues.00096.wav,blues
891,disco.00024.wav,disco
769,pop.00098.wav,pop
529,rock.00010.wav,rock
120,country.00021.wav,country
322,jazz.00040.wav,jazz
227,reggae.00049.wav,reggae
703,pop.00051.wav,pop
802,disco.00061.wav,disco
395,jazz.00060.wav,jazz
310,jazz.00029.wav,jazz
206,reggae.00077.wav,reggae
193,country.00094.wav,country
91,hiphop.00075.wav,hiphop
309,jazz.00061.wav,jazz
117,country.00015.wav,country
178,country.00053.wav,country
499,metal.00018.wav,metal
404,metal.00071.wav,metal
997,blues.00039.wav,blues
239,reggae.00080.wav,reggae
131,country.00072.wav,country
727,pop.00083.wav,pop
518,rock.00032.wav,rock
651,classical.00007.wav,classical
111,country.00084.wav,country
250,reggae.00026.wav,reggae
14,hiphop.00031.wav,hiphop
37,hiphop.00046.wav,hiphop
958,blues.00030.wav,blues
369,jazz.00088.wav,jazz
153,country.00048.wav,country
742,pop.00072.wav,pop
874,disco.00031.wav,disco
114,country.00074.wav,country
900,blues.00052.wav,blues
568,rock.00033.wav,rock
677,classical.00077.wav,classical
552,rock.00040.wav,rock
645,classical.00008.wav,classical
805,disco.00066.wav,disco
63,hiphop.00080.wav,hiphop
519,rock.00087.wav,rock
709,pop.00016.wav,pop
450,metal.00044.wav,metal
976,blues.00053.wav,blues
270,reggae.00081.wav,reggae
903,blues.00092.wav,blues
909,blues.00041.wav,blues
220,reggae.00020.wav,reggae
125,country.00050.wav,country
871,disco.00078.wav,disco
804,disco.00071.wav,disco
510,rock.00093.wav,rock
589,rock.00069.wav,rock
18,hiphop.00059.wav,hiphop
465,metal.00086.wav,metal
606,classical.00051.wav,classical
854,disco.00075.wav,disco
535,rock.00028.wav,rock
626,classical.00056.wav,classical
235,reggae.00009.wav,reggae
564,rock.00031.wav,rock
168,country.00067.wav,country
664,classical.00002.wav,classical
300,jazz.00085.wav,jazz
320,jazz.00009.wav,jazz
297,reggae.00091.wav,reggae
834,disco.00011.wav,disco
328,jazz.00001.wav,jazz
607,classical.00066.wav,classical
757,pop.00004.wav,pop
629,classical.00060.wav,classical
556,rock.00009.wav,rock
576,rock.00057.wav,rock
231,reggae.00005.wav,reggae
565,rock.00035.wav,rock
460,metal.00048.wav,metal
779,pop.00039.wav,pop
521,rock.00016.wav,rock
345,jazz.00016.wav,jazz
643,classical.00013.wav,classical
334,jazz.00048.wav,jazz
488,metal.00002.wav,metal
544,rock.00017.wav,rock
739,pop.00010.wav,pop
829,disco.00089.wav,disco
843,disco.00093.wav,disco
634,classical.00088.wav,classical
580,rock.00007.wav,rock
444,metal.00057.wav,metal
121,country.00082.wav,country
914,blues.00011.wav,blues
812,disco.00022.wav,disco
137,country.00007.wav,country
141,country.00046.wav,country
600,classical.00097.wav,classical
944,blues.00026.wav,blues
257,reggae.00029.wav,reggae
928,blues.00069.wav,blues
28,hiphop.00004.wav,hiphop
994,blues.00078.wav,blues
756,pop.00024.wav,pop
526,rock.00083.wav,rock
381,jazz.00034.wav,jazz
538,rock.00098.wav,rock
707,pop.00099.wav,pop
358,jazz.00083.wav,jazz
496,metal.00040.wav,metal
647,classical.00074.wav,classical
546,rock.00044.wav,rock
514,rock.00036.wav,rock
151,country.00092.wav,country
331,jazz.00054.wav,jazz
301,jazz.00091.wav,jazz
242,reggae.00083.wav,reggae
713,pop.00032.wav,pop
351,jazz.00089.wav,jazz
298,reggae.00061.wav,reggae
872,disco.00092.wav,disco
821,disco.00037.wav,disco
760,pop.00034.wav,pop
977,blues.00075.wav,blues
211,reggae.00066.wav,reggae
285,reggae.00006.wav,reggae
964,blues.00050.wav,blues
781,pop.00063.wav,pop
835,disco.00097.wav,disco
22,hiphop.00024.wav,hiphop
711,pop.00049.wav,pop
303,jazz.00003.wav,jazz
341,jazz.00053.wav,jazz
934,blues.00043.wav,blues
286,reggae.00037.wav,reggae
674,classical.00093.wav,classical
663,classical.00072.wav,classical
213,reggae.00098.wav,reggae
291,reggae.00056.wav,reggae
222,reggae.00051.wav,reggae
366,jazz.00010.wav,jazz
333,jazz.00067.wav,jazz
998,blues.00071.wav,blues
486,metal.00053.wav,metal
941,blues.00082.wav,blues
449,metal.00069.wav,metal
81,hiphop.00012.wav,hiphop
508,rock.00027.wav,rock
70,hiphop.00051.wav,hiphop
373,jazz.00033.wav,jazz
856,disco.00027.wav,disco
918,blues.00005.wav,blues
7,hiphop.00091.wav,hiphop
480,metal.00099.wav,metal
832,disco.00036.wav,disco
765,pop.00014.wav,pop
714,pop.00053.wav,pop
87,hiphop.00092.wav,hiphop
729,pop.00000.wav,pop
678,classical.00041.wav,classical
789,pop.00027.wav,pop
135,country.00039.wav,country
69,hiphop.00010.wav,hiphop
833,disco.00028.wav,disco
221,reggae.00017.wav,reggae
188,country.00040.wav,country
962,blues.00037.wav,blues
343,jazz.00004.wav,jazz
5,hiphop.00093.wav,hiphop
572,rock.00086.wav,rock
261,reggae.00074.wav,reggae
635,classical.00053.wav,classical
101,country.00083.wav,country
631,classical.00099.wav,classical
23,hiphop.00058.wav,hiphop
992,blues.00065.wav,blues
365,jazz.00007.wav,jazz
837,disco.00044.wav,disco
627,classical.00005.wav,classical
430,metal.00067.wav,metal
477,metal.00060.wav,metal
839,disco.00079.wav,disco
15,hiphop.00000.wav,hiphop
581,rock.00006.wav,rock
504,rock.00076.wav,rock
233,reggae.00041.wav,reggae
74,hiphop.00029.wav,hiphop
397,jazz.00044.wav,jazz
236,reggae.00059.wav,reggae
981,blues.00047.wav,blues
223,reggae.00004.wav,reggae
152,country.00080.wav,country
975,blues.00072.wav,blues
561,rock.00091.wav,rock
440,metal.00014.wav,metal
190,country.00002.wav,country
830,disco.00084.wav,disco
26,hiphop.00077.wav,hiphop
205,reggae.00094.wav,reggae
476,metal.00077.wav,metal
459,metal.00038.wav,metal
408,metal.00084.wav,metal
579,rock.00094.wav,rock
237,reggae.00040.wav,reggae
616,classical.00087.wav,classical
715,pop.00021.wav,pop
42,hiphop.00002.wav,hiphop
912,blues.00084.wav,blues
550,rock.00090.wav,rock
295,reggae.00046.wav,reggae
415,metal.00013.wav,metal
667,classical.00029.wav,classical
996,blues.00074.wav,blues
268,reggae.00008.wav,reggae
618,classical.00061.wav,classical
155,country.00090.wav,country
313,jazz.00057.wav,jazz
683,classical.00004.wav,classical
276,reggae.00036.wav,reggae
722,pop.00073.wav,pop
407,metal.00066.wav,metal
169,country.00033.wav,country
240,reggae.00087.wav,reggae
895,disco.00035.wav,disco
246,reggae.00044.wav,reggae
615,classical.00024.wav,classical
791,pop.00076.wav,pop
604,classical.00084.wav,classical
657,classical.00019.wav,classical
50,hiphop.00033.wav,hiphop
907,blues.00070.wav,blues
47,hiphop.00089.wav,hiphop
806,disco.00083.wav,disco
796,pop.00080.wav,pop
183,country.00089.wav,country
965,blues.00022.wav,blues
253,reggae.00071.wav,reggae
501,rock.00019.wav,rock
888,disco.00041.wav,disco
325,jazz.00066.wav,jazz
836,disco.00065.wav,disco
265,reggae.00097.wav,reggae
86,hiphop.00003.wav,hiphop
275,reggae.00065.wav,reggae
31,hiphop.00039.wav,hiphop
181,country.00095.wav,country
103,country.00078.wav,country
67,hiphop.00009.wav,hiphop
433,metal.00078.wav,metal
582,rock.00096.wav,rock
892,disco.00060.wav,disco
306,jazz.00097.wav,jazz
896,disco.00085.wav,disco
597,rock.00072.wav,rock
455,metal.00028.wav,metal
862,disco.00051.wav,disco
454,metal.00062.wav,metal
947,blues.00035.wav,blues
234,reggae.00000.wav,reggae
377,jazz.00079.wav,jazz
679,classical.00092.wav,classical
921,blues.00085.wav,blues
147,country.00047.wav,country
160,country.00028.wav,country
706,pop.00097.wav,pop
669,classical.00057.wav,classical
195,country.00027.wav,country
586,rock.00058.wav,rock
466,metal.00073.wav,metal
749,pop.00028.wav,pop
375,jazz.00021.wav,jazz
553,rock.00013.wav,rock
886,disco.00063.wav,disco
648,classical.00048.wav,classical
296,reggae.00058.wav,reggae
361,jazz.00035.wav,jazz
451,metal.00064.wav,metal
698,classical.00009.wav,classical
437,metal.00080.wav,metal
649,classical.00044.wav,classical
422,metal.00024.wav,metal
29,hiphop.00083.wav,hiphop
75,hiphop.00036.wav,hiphop
154,country.00075.wav,country
608,classical.00091.wav,classical
559,rock.00051.wav,rock
672,classical.00055.wav,classical
82,hiphop.00028.wav,hiphop
431,metal.00081.wav,metal
847,disco.00008.wav,disco
60,hiphop.00087.wav,hiphop
555,rock.00034.wav,rock
595,rock.00048.wav,rock
908,blues.00062.wav,blues
661,classical.00095.wav,classical
666,classical.00035.wav,classical
371,jazz.00008.wav,jazz
461,metal.00022.wav,metal
68,hiphop.00074.wav,hiphop
4,hiphop.00082.wav,hiphop
316,jazz.00093.wav,jazz
728,pop.00089.wav,pop
937,blues.00017.wav,blues
277,reggae.00054.wav,reggae
654,classical.00075.wav,classical
387,jazz.00049.wav,jazz
867,disco.00016.wav,disco
911,blues.00067.wav,blues
808,disco.00058.wav,disco
305,jazz.00078.wav,jazz
130,country.00032.wav,country
161,country.00034.wav,country
95,hiphop.00037.wav,hiphop
594,rock.00099.wav,rock
770,pop.00093.wav,pop
656,classical.00021.wav,classical
866,disco.00004.wav,disco
783,pop.00008.wav,pop
342,jazz.00000.wav,jazz
329,jazz.00071.wav,jazz
324,jazz.00022.wav,jazz
339,jazz.00025.wav,jazz
150,country.00062.wav,country
861,disco.00040.wav,disco
807,disco.00020.wav,disco
126,country.00031.wav,country
602,classical.00022.wav,classical
625,classical.00046.wav,classical
846,disco.00055.wav,disco
507,rock.00012.wav,rock
232,reggae.00095.wav,reggae
797,pop.00029.wav,pop
56,hiphop.00044.wav,hiphop
793,pop.00048.wav,pop
196,country.00043.wav,country
452,metal.00008.wav,metal
700,pop.00050.wav,pop
857,disco.00072.wav,disco
62,hiphop.00079.wav,hiphop
385,jazz.00081.wav,jazz
885,disco.00026.wav,disco
542,rock.00075.wav,rock
471,metal.00039.wav,metal
426,metal.00097.wav,metal
245,reggae.00038.wav,reggae
118,country.00054.wav,country
292,reggae.00076.wav,reggae
162,country.00042.wav,country
264,reggae.00067.wav,reggae
10,hiphop.00094.wav,hiphop
357,jazz.00096.wav,jazz
708,pop.00077.wav,pop
745,pop.00060.wav,pop
119,country.00023.wav,country
776,pop.00067.wav,pop
290,reggae.00021.wav,reggae
790,pop.00041.wav,pop
743,pop.00070.wav,pop
738,pop.00017.wav,pop
693,classical.00096.wav,classical
587,rock.00089.wav,rock
516,rock.00020.wav,rock
402,metal.00095.wav,metal
593,rock.00000.wav,rock
509,rock.00079.wav,rock
85,hiphop.00055.wav,hiphop
741,pop.00001.wav,pop
57,hiphop.00063.wav,hiphop
293,reggae.00047.wav,reggae
244,reggae.00030.wav,reggae
58,hiphop.00073.wav,hiphop
83,hiphop.00011.wav,hiphop
30,hiphop.00069.wav,hiphop
547,rock.00008.wav,rock
260,reggae.00039.wav,reggae
939,blues.00004.wav,blues
622,classical.00083.wav,classical
128,country.00073.wav,country
755,pop.00003.wav,pop
681,classical.00036.wav,classical
179,country.00071.wav,country
816,disco.00000.wav,disco
46,hiphop.00090.wav,hiphop
570,rock.00085.wav,rock
973,blues.00090.wav,blues
844,disco.00096.wav,disco
523,rock.00073.wav,rock
495,metal.00005.wav,metal
692,classical.00082.wav,classical
818,disco.00001.wav,disco
569,rock.00018.wav,rock
747,pop.00056.wav,pop
184,country.00025.wav,country
279,reggae.00048.wav,reggae
148,country.00005.wav,country
446,metal.00036.wav,metal
409,metal.00031.wav,metal
94,hiphop.00030.wav,hiphop
483,metal.00088.wav,metal
262,reggae.00052.wav,reggae
578,rock.00024.wav,rock
500,rock.00059.wav,rock
20,hiphop.00095.wav,hiphop
768,pop.00094.wav,pop
524,rock.00065.wav,rock
274,reggae.00027.wav,reggae
225,reggae.00084.wav,reggae
288,reggae.00085.wav,reggae
573,rock.00061.wav,rock
136,country.00063.wav,country
145,country.00088.wav,country
410,metal.00083.wav,metal
11,hiphop.00060.wav,hiphop
105,country.00012.wav,country
382,jazz.00045.wav,jazz
811,disco.00030.wav,disco
107,country.00045.wav,country
166,country.00038.wav,country
475,metal.00033.wav,metal
207,reggae.00024.wav,reggae
762,pop.00038.wav,pop
841,disco.00046.wav,disco
36,hiphop.00019.wav,hiphop
959,blues.00042.wav,blues
379,jazz.00012.wav,jazz
390,jazz.00062.wav,jazz
689,classical.00026.wav,classical
321,jazz.00032.wav,jazz
167,country.00093.wav,country
346,jazz.00027.wav,jazz
705,pop.00042.wav,pop
370,jazz.00019.wav,jazz
289,reggae.00045.wav,reggae
987,blues.00093.wav,blues
771,pop.00079.wav,pop
457,metal.00009.wav,metal
659,classical.00079.wav,classical
513,rock.00047.wav,rock
448,metal.00065.wav,metal
972,blues.00094.wav,blues
893,disco.00014.wav,disco
326,jazz.00028.wav,jazz
172,country.00059.wav,country
314,jazz.00099.wav,jazz
209,reggae.00007.wav,reggae
571,rock.00064.wav,rock
71,hiphop.00016.wav,hiphop
393,jazz.00051.wav,jazz
859,disco.00012.wav,disco
591,rock.00092.wav,rock
774,pop.00061.wav,pop
468,metal.00076.wav,metal
39,hiphop.00067.wav,hiphop
177,country.00049.wav,country
92,hiphop.00017.wav,hiphop
827,disco.00052.wav,disco
875,disco.00039.wav,disco
697,classical.00040.wav,classical
89,hiphop.00097.wav,hiphop
638,classical.00015.wav,classical
986,blues.00018.wav,blues
880,disco.00013.wav,disco
761,pop.00096.wav,pop
401,metal.00063.wav,metal
157,country.00006.wav,country
522,rock.00046.wav,rock
44,hiphop.00022.wav,hiphop
520,rock.00014.wav,rock
910,blues.00031.wav,blues
423,metal.00046.wav,metal
124,country.00086.wav,country
605,classical.00023.wav,classical
620,classical.00090.wav,classical
533,rock.00081.wav,rock
777,pop.00040.wav,pop
73,hiphop.00085.wav,hiphop
786,pop.00023.wav,pop
458,metal.00079.wav,metal
890,disco.00086.wav,disco
182,country.00041.wav,country
317,jazz.00082.wav,jazz
694,classical.00017.wav,classical
